,NCBI Taxon ID,envelope,circular,double_stranded,rna,segmented,positive_sense,negative_sense
136,3051375,1.0,0.0,0.0,1.0,3.0,0.0,1.0
137,3051368,1.0,0.0,0.0,1.0,3.0,0.0,1.0
138,2170006,0.0,0.0,0.0,1.0,0.0,1.0,0.0
139,2059380,1.0,0.0,1.0,0.0,3.0,0.0,0.0
140,1964370,0.0,0.0,0.0,1.0,0.0,1.0,0.0
141,2006642,0.0,1.0,1.0,0.0,0.0,0.0,0.0
142,2018685,1.0,1.0,1.0,0.0,3.0,0.0,0.0
143,3051367,1.0,0.0,0.0,1.0,3.0,0.0,1.0
144,3047812,0.0,1.0,1.0,0.0,0.0,0.0,0.0
145,2170007,0.0,0.0,0.0,1.0,0.0,1.0,0.0
146,1972618,1.0,0.0,0.0,1.0,3.0,0.0,1.0
147,1349999,0.0,0.0,0.0,1.0,0.0,1.0,0.0
148,3050267,1.0,1.0,0.0,0.0,0.0,0.0,0.0
149,2170004,0.0,0.0,0.0,1.0,0.0,1.0,0.0
150,1923351,,,,,,,
151,1938656,,,,,,,
152,3048326,1.0,1.0,0.0,0.0,0.0,0.0,0.0
153,1923350,,,,,,,
154,2560343,0.0,0.0,0.0,1.0,0.0,1.0,0.0
155,2844629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156,1930302,,,,,,,
157,2169708,0.0,0.0,1.0,0.0,0.0,0.0,0.0
158,1548720,1.0,0.0,0.0,1.0,3.0,0.0,1.0
159,1548722,1.0,0.0,0.0,1.0,3.0,0.0,1.0
160,3051377,1.0,0.0,0.0,1.0,3.0,0.0,1.0
161,2005055,0.0,0.0,1.0,0.0,0.0,0.0,0.0
162,1843768,,,,,,,
163,1843769,,,,,,,
164,1843770,,,,,,,
165,2844550,0.0,1.0,0.0,0.0,0.0,0.0,0.0
166,2844603,0.0,1.0,0.0,0.0,0.0,0.0,0.0
167,2844428,0.0,1.0,0.0,0.0,0.0,0.0,0.0
168,2844427,0.0,1.0,0.0,0.0,0.0,0.0,0.0
169,1766557,0.0,0.0,0.0,1.0,0.0,1.0,0.0
170,1766559,0.0,0.0,0.0,1.0,0.0,1.0,0.0
171,1755588,0.0,0.0,0.0,1.0,0.0,1.0,0.0
172,336486,1.0,0.0,1.0,0.0,3.0,0.0,0.0
173,2844429,0.0,1.0,0.0,0.0,0.0,0.0,0.0
174,2844799,0.0,1.0,1.0,0.0,0.0,0.0,0.0
175,1671382,0.0,0.0,0.0,1.0,0.0,1.0,0.0
176,3048458,0.0,1.0,1.0,0.0,0.0,0.0,0.0
177,2003391,0.0,0.0,0.0,1.0,0.0,1.0,0.0
178,3052463,1.0,0.0,0.0,1.0,0.0,1.0,0.0
179,1891750,0.0,1.0,1.0,0.0,3.0,0.0,0.0
180,2003673,0.0,0.0,1.0,0.0,0.0,0.0,0.0
181,2956351,1.0,0.0,0.0,1.0,1.0,0.0,1.0
182,2844644,0.0,1.0,0.0,0.0,0.0,0.0,0.0
183,2844555,0.0,1.0,0.0,0.0,0.0,0.0,0.0
184,2844561,0.0,1.0,0.0,0.0,0.0,0.0,0.0
185,2844562,0.0,1.0,0.0,0.0,0.0,0.0,0.0
186,2844476,0.0,1.0,0.0,0.0,0.0,0.0,0.0
187,2844445,0.0,1.0,0.0,0.0,0.0,0.0,0.0
188,2844446,0.0,1.0,0.0,0.0,0.0,0.0,0.0
189,2844447,0.0,1.0,0.0,0.0,0.0,0.0,0.0
190,2170052,0.0,0.0,0.0,1.0,0.0,1.0,0.0
191,3051383,1.0,0.0,0.0,1.0,3.0,0.0,1.0
192,2734408,1.0,0.0,0.0,1.0,3.0,0.0,1.0
193,3051365,1.0,0.0,0.0,1.0,3.0,0.0,1.0
194,3051373,1.0,0.0,0.0,1.0,3.0,0.0,1.0
195,2560309,1.0,0.0,0.0,1.0,3.0,0.0,1.0
196,3051371,1.0,0.0,0.0,1.0,3.0,0.0,1.0
197,3051376,1.0,0.0,0.0,1.0,3.0,0.0,1.0
198,3052594,1.0,0.0,0.0,1.0,3.0,0.0,1.0
199,1027468,1.0,0.0,0.0,1.0,1.0,0.0,1.0
200,3048350,0.0,1.0,1.0,0.0,0.0,0.0,0.0
201,1534544,0.0,0.0,0.0,1.0,0.0,1.0,0.0
202,1985982,0.0,0.0,0.0,1.0,0.0,1.0,0.0
203,1985983,0.0,0.0,0.0,1.0,0.0,1.0,0.0
204,1534547,0.0,0.0,0.0,1.0,0.0,1.0,0.0
205,1511776,0.0,0.0,0.0,1.0,0.0,1.0,0.0
206,1534553,0.0,0.0,1.0,0.0,0.0,0.0,0.0
207,40060,0.0,0.0,1.0,1.0,1.0,0.0,0.0
208,1548417,0.0,0.0,1.0,0.0,0.0,0.0,0.0
209,648998,1.0,0.0,1.0,0.0,3.0,0.0,0.0
210,10264,1.0,0.0,1.0,0.0,3.0,0.0,0.0
211,1922208,0.0,1.0,1.0,0.0,0.0,0.0,0.0
212,1493858,0.0,0.0,0.0,1.0,0.0,1.0,0.0
213,2169685,0.0,0.0,0.0,1.0,0.0,1.0,0.0
214,1481452,0.0,0.0,0.0,1.0,3.0,1.0,0.0
215,1921778,0.0,1.0,1.0,0.0,0.0,0.0,0.0
216,1282443,,,,,,,
217,1282444,,,,,,,
218,2845936,3.0,1.0,0.0,0.0,0.0,0.0,0.0
219,1330070,0.0,0.0,0.0,1.0,0.0,1.0,0.0
220,1891749,0.0,1.0,1.0,0.0,3.0,0.0,0.0
221,1962301,0.0,0.0,1.0,0.0,0.0,0.0,0.0
222,1962302,0.0,0.0,1.0,0.0,0.0,0.0,0.0
223,183405,0.0,0.0,1.0,1.0,1.0,0.0,0.0
224,183407,0.0,0.0,1.0,1.0,1.0,0.0,0.0
225,190062,0.0,0.0,1.0,0.0,0.0,0.0,0.0
226,1891752,0.0,1.0,1.0,0.0,3.0,0.0,0.0
227,1193420,0.0,0.0,1.0,0.0,0.0,0.0,0.0
228,1159907,1.0,0.0,0.0,1.0,0.0,1.0,0.0
229,1159906,1.0,0.0,0.0,1.0,0.0,1.0,0.0
230,1159903,1.0,0.0,0.0,1.0,0.0,1.0,0.0
231,1159904,1.0,0.0,0.0,1.0,0.0,1.0,0.0
232,1159908,1.0,0.0,0.0,1.0,0.0,1.0,0.0
233,1159902,1.0,0.0,0.0,1.0,0.0,1.0,0.0
234,1128118,1.0,1.0,1.0,0.0,3.0,0.0,0.0
235,886980,0.0,0.0,1.0,0.0,0.0,0.0,0.0
236,1089138,0.0,0.0,0.0,1.0,0.0,1.0,0.0
237,3048360,1.0,0.0,0.0,1.0,0.0,1.0,0.0
238,928289,0.0,0.0,0.0,1.0,0.0,1.0,0.0
239,691961,0.0,0.0,1.0,0.0,0.0,0.0,0.0
240,2844800,0.0,1.0,1.0,0.0,0.0,0.0,0.0
241,190063,0.0,0.0,1.0,0.0,0.0,0.0,0.0
242,11864,1.0,0.0,0.0,1.0,0.0,1.0,0.0
243,1146875,0.0,0.0,1.0,0.0,0.0,0.0,0.0
244,335100,0.0,0.0,1.0,1.0,1.0,0.0,0.0
245,1511803,0.0,0.0,0.0,1.0,0.0,1.0,0.0
246,1511781,0.0,0.0,0.0,1.0,0.0,1.0,0.0
247,3049524,1.0,1.0,0.0,0.0,0.0,0.0,0.0
248,11024,1.0,0.0,0.0,1.0,0.0,1.0,0.0
249,905828,0.0,0.0,0.0,1.0,0.0,1.0,0.0
250,572290,1.0,0.0,0.0,1.0,0.0,1.0,0.0
251,1297661,1.0,0.0,0.0,1.0,0.0,1.0,0.0
252,3047861,0.0,1.0,1.0,0.0,0.0,0.0,0.0
253,3047835,0.0,1.0,1.0,0.0,0.0,0.0,0.0
254,3048293,0.0,1.0,1.0,0.0,0.0,0.0,0.0
255,3048341,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,1891748,0.0,1.0,1.0,0.0,3.0,0.0,0.0
257,1891751,0.0,1.0,1.0,0.0,3.0,0.0,0.0
258,2955291,1.0,0.0,0.0,1.0,1.0,0.0,1.0
259,3047813,0.0,1.0,1.0,0.0,0.0,0.0,0.0
260,11636,1.0,0.0,0.0,1.0,0.0,1.0,0.0
261,1511895,0.0,0.0,1.0,0.0,3.0,0.0,0.0
262,93465,1.0,0.0,0.0,1.0,0.0,1.0,0.0
263,12639,1.0,1.0,1.0,0.0,3.0,0.0,0.0
264,3050344,1.0,1.0,0.0,0.0,0.0,0.0,0.0
265,197772,0.0,1.0,1.0,0.0,3.0,0.0,0.0
266,3047842,0.0,1.0,1.0,0.0,0.0,0.0,0.0
267,3047720,0.0,1.0,1.0,0.0,0.0,0.0,0.0
268,3050320,1.0,1.0,0.0,0.0,0.0,0.0,0.0
269,3050342,0.0,1.0,1.0,0.0,0.0,0.0,0.0
270,3050287,1.0,1.0,0.0,0.0,0.0,0.0,0.0
271,70793,0.0,0.0,0.0,1.0,0.0,1.0,0.0
272,3048151,0.0,0.0,1.0,1.0,1.0,0.0,0.0
273,3048447,1.0,0.0,0.0,1.0,0.0,1.0,0.0
274,3047743,0.0,1.0,1.0,0.0,0.0,0.0,0.0
275,3048158,1.0,0.0,0.0,1.0,0.0,1.0,0.0
276,2810457,0.0,0.0,0.0,1.0,0.0,1.0,0.0
277,3048448,1.0,0.0,0.0,1.0,0.0,1.0,0.0
278,190064,0.0,0.0,1.0,0.0,0.0,0.0,0.0
279,1985367,0.0,1.0,0.0,0.0,0.0,1.0,1.0
280,Not found,,,,,,,
281,2766787,0.0,1.0,1.0,0.0,0.0,0.0,0.0
282,2844804,0.0,1.0,1.0,0.0,0.0,0.0,0.0
283,190061,0.0,0.0,1.0,0.0,0.0,0.0,0.0
284,548681,,,,,,,
285,10535,0.0,0.0,1.0,0.0,0.0,0.0,0.0
286,3047384,1.0,0.0,0.0,1.0,3.0,0.0,1.0
287,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
288,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
289,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
290,1221219,0.0,1.0,1.0,0.0,0.0,0.0,0.0
291,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
292,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
293,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
294,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
295,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
296,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
297,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
298,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
299,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
300,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
301,142661,0.0,1.0,1.0,0.0,0.0,0.0,0.0
302,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
303,349370,0.0,1.0,1.0,0.0,0.0,0.0,0.0
304,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
305,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
306,39725,0.0,1.0,1.0,0.0,0.0,0.0,0.0
307,36362,0.0,1.0,1.0,0.0,0.0,0.0,0.0
308,10261,1.0,0.0,1.0,0.0,3.0,0.0,0.0
309,130328,0.0,0.0,1.0,0.0,0.0,0.0,0.0
310,2671518,0.0,0.0,1.0,0.0,0.0,0.0,0.0
311,2217649,0.0,0.0,1.0,0.0,0.0,0.0,0.0
312,1301246,0.0,0.0,1.0,0.0,0.0,0.0,0.0
313,2671519,0.0,0.0,1.0,0.0,0.0,0.0,0.0
314,1897654,0.0,0.0,0.0,1.0,0.0,1.0,0.0
315,352474,0.0,0.0,0.0,1.0,0.0,1.0,0.0
316,11034,1.0,0.0,0.0,1.0,0.0,1.0,0.0
317,1891747,0.0,1.0,1.0,0.0,3.0,0.0,0.0
318,691956,0.0,0.0,0.0,1.0,0.0,1.0,0.0
319,3047561,0.0,1.0,1.0,0.0,0.0,0.0,0.0
320,3047385,1.0,0.0,0.0,1.0,0.0,1.0,0.0
321,1911231,1.0,0.0,0.0,1.0,0.0,1.0,0.0
322,3051983,0.0,0.0,1.0,0.0,3.0,0.0,0.0
323,3250174,0.0,0.0,1.0,0.0,0.0,0.0,0.0
324,2832629,1.0,0.0,0.0,1.0,0.0,1.0,0.0
325,1354736,0.0,0.0,1.0,0.0,0.0,0.0,0.0
326,28875,0.0,0.0,1.0,1.0,1.0,0.0,0.0
327,3242737,0.0,0.0,0.0,1.0,0.0,1.0,0.0
328,298333,0.0,0.0,1.0,0.0,0.0,0.0,0.0
329,1928336,1.0,0.0,1.0,0.0,3.0,0.0,0.0
330,1914440,0.0,0.0,0.0,1.0,0.0,1.0,0.0
331,70796,0.0,0.0,0.0,1.0,0.0,1.0,0.0
332,1354735,0.0,0.0,0.0,1.0,0.0,1.0,0.0
333,3048443,1.0,0.0,0.0,1.0,0.0,1.0,0.0
334,3080522,1.0,0.0,1.0,0.0,0.0,0.0,0.0
335,3233541,1.0,0.0,1.0,0.0,0.0,0.0,0.0
336,908207,0.0,0.0,1.0,1.0,1.0,0.0,0.0
337,1678144,0.0,0.0,0.0,1.0,0.0,1.0,0.0
338,2699166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,28295,1.0,0.0,0.0,1.0,0.0,1.0,0.0
340,3163392,0.0,0.0,0.0,1.0,0.0,1.0,0.0
341,2809560,0.0,0.0,0.0,1.0,0.0,1.0,0.0
342,2569971,,,,,,,
343,3138950,,,,,,,
344,3138951,,,,,,,
345,3042447,0.0,0.0,1.0,0.0,3.0,0.0,0.0
346,2963861,,,,,,,
347,3138952,,,,,,,
348,2874383,0.0,0.0,1.0,0.0,0.0,0.0,0.0
349,1964372,0.0,1.0,1.0,0.0,0.0,0.0,0.0
350,2748378,,,,,,,
351,1608440,,,,,,,
352,3138953,,,,,,,
353,3049970,1.0,0.0,1.0,0.0,3.0,0.0,0.0
354,3049969,1.0,0.0,1.0,0.0,3.0,0.0,0.0
355,3155980,0.0,0.0,0.0,1.0,0.0,1.0,0.0
356,3155981,0.0,0.0,0.0,1.0,0.0,1.0,0.0
357,3155982,0.0,0.0,0.0,1.0,0.0,1.0,0.0
358,3153733,1.0,0.0,0.0,1.0,0.0,1.0,0.0
359,3153734,1.0,0.0,0.0,1.0,0.0,1.0,0.0
360,1649337,1.0,0.0,0.0,1.0,0.0,1.0,0.0
361,2910303,0.0,0.0,0.0,1.0,0.0,1.0,0.0
362,68887,0.0,1.0,0.0,0.0,1.0,0.0,0.0
363,3138814,0.0,1.0,1.0,0.0,0.0,0.0,0.0
364,3138815,0.0,1.0,1.0,0.0,0.0,0.0,0.0
365,3117183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,3117122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,3117181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,3117180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,3117225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,3117115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,3117116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,3116695,1.0,0.0,1.0,0.0,0.0,0.0,0.0
373,3117070,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,3117217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,3115873,0.0,0.0,1.0,0.0,0.0,0.0,0.0
376,3117216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,3117185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,3117261,0.0,1.0,1.0,0.0,0.0,0.0,0.0
379,3117098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,3117270,0.0,1.0,1.0,0.0,0.0,0.0,0.0
381,3117034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,3117208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,3117119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,3117160,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,3117078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,3117230,0.0,1.0,1.0,0.0,0.0,0.0,0.0
387,3117121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,3116987,0.0,1.0,1.0,0.0,0.0,0.0,0.0
389,3117282,0.0,1.0,1.0,0.0,0.0,0.0,0.0
390,3117226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,3117037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,3117117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,3117099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,3117064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,3117178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,3117100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,3115994,0.0,1.0,0.0,0.0,1.0,0.0,0.0
398,3117179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,3117080,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,3117036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,3117039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,3117274,0.0,1.0,1.0,0.0,0.0,0.0,0.0
403,3117182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,3115989,0.0,1.0,0.0,0.0,1.0,0.0,0.0
405,3116726,,,,,,,
406,3116978,0.0,1.0,1.0,0.0,0.0,0.0,0.0
407,3117038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,3117279,0.0,1.0,1.0,0.0,0.0,0.0,0.0
409,3117280,0.0,1.0,1.0,0.0,0.0,0.0,0.0
410,3116679,,,,,,,
411,3117081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,3116680,,,,,,,
413,3115938,1.0,1.0,1.0,0.0,1.0,0.0,0.0
414,3117184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,3117118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,3117207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,3117231,0.0,1.0,1.0,0.0,0.0,0.0,0.0
418,3117079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,3117206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,3117276,0.0,1.0,1.0,0.0,0.0,0.0,0.0
421,3117287,0.0,1.0,1.0,0.0,0.0,0.0,0.0
422,3117269,0.0,1.0,1.0,0.0,0.0,0.0,0.0
423,3117205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,3115995,0.0,1.0,0.0,0.0,1.0,0.0,0.0
