Species,NCBI Taxon ID,Order,Family,Genus,cytoplasm
Cyclovirus NG_chicken8,743002,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus NG_chicken9,743003,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus adie,3047744,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus cervienka,3059916,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus kacsa,3047812,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus liepsnele,3059924,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus naahoohai,3047745,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus nhanloai,3047966,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus pettirosso,3059936,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus prihor,3059938,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus punarinta,3059940,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus rudzik,3059942,Cirlivirales,Circoviridae,Cyclovirus,0
Cyclovirus totoi,3059946,Cirlivirales,Circoviridae,Cyclovirus,0
Cygnet River virus,1151044,Articulavirales,Orthomyxoviridae,,0
Cygnus atratus CRESS-DNA-virus sp.,2815026,,,,2
Cygnus atratus Chaphamaparvovirus,2794485,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Cygnus atratus parvoviridae sp.,2794505,Piccovirales,Parvoviridae,,0
Cygnus columbianus CRESS-DNA-virus sp.,2815027,,,,2
Cygnus columbianus Chaphamaparvovirus,2794486,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Cygnus columbianus parvo-like hybrid virus,2794509,Piccovirales,Parvoviridae,,0
Cygnus columbianus parvoviridae sp.,2794474,Piccovirales,Parvoviridae,,0
Cyvirus cyprinidallo3,3050271,Herpesvirales,Alloherpesviridae,Cyvirus,0
Dalvirus anatis,2844056,,Kolmioviridae,Dalvirus,0
Davis virus,2707210,,,,2
Deltacoronavirus B04,1697926,Nidovirales,Coronaviridae,Deltacoronavirus,1
Deltacoronavirus B07,1697925,Nidovirales,Coronaviridae,Deltacoronavirus,1
Deltacoronavirus HNU1-1,2814911,Nidovirales,Coronaviridae,Deltacoronavirus,1
Deltacoronavirus HNU1-2,2814912,Nidovirales,Coronaviridae,Deltacoronavirus,1
Deltacoronavirus HNU2,2814914,Nidovirales,Coronaviridae,Deltacoronavirus,1
Deltacoronavirus HNU3,2814913,Nidovirales,Coronaviridae,Deltacoronavirus,1
Deltacoronavirus sp.,1911231,Nidovirales,Coronaviridae,Deltacoronavirus,1
Dendrocopos leucotos CRESS-DNA-virus sp.,2815028,,,,2
Dendrocopos leucotos Chaphamaparvovirus,2794487,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Dendrocopos leucotos parvoviridae sp.,2794475,Piccovirales,Parvoviridae,,0
Dependoparvovirus anseriform1,1511895,Piccovirales,Parvoviridae,Dependoparvovirus,0
Dependoparvovirus avian1,1511894,Piccovirales,Parvoviridae,Dependoparvovirus,0
Dependoparvovirus avian2,3059966,Piccovirales,Parvoviridae,Dependoparvovirus,0
Dependoparvovirus sp.,2052559,Piccovirales,Parvoviridae,Dependoparvovirus,0
Dnistrovskyi 408 orbivirus,1930308,Reovirales,Sedoreoviridae,Orbivirus,1
Drake virus,2707211,,,,2
Dralkin virus,2707212,,,,2
Driatsky virus,2707213,,,,2
Dryglaski virus,2707214,,,,2
Dubrovin virus,2707215,,,,2
Duck adeno-associated virus,2875326,Piccovirales,Parvoviridae,Dependoparvovirus,0
Duck adenovirus,2233537,Rowavirales,Adenoviridae,Aviadenovirus,0
Duck adenovirus 4,2726020,Rowavirales,Adenoviridae,Aviadenovirus,0
Duck associated circular virus VC9,2781378,Geplafuvirales,Genomoviridae,,0
Duck astrovirus 3,1897654,Stellavirales,Astroviridae,Avastrovirus,1
Duck astrovirus CPH,1517684,Stellavirales,Astroviridae,Avastrovirus,1
Duck astrovirus GII.A,905828,Stellavirales,Astroviridae,Avastrovirus,1
Duck atadenovirus A,130328,Rowavirales,Adenoviridae,Atadenovirus,0
Duck aviadenovirus,2875327,Rowavirales,Adenoviridae,Aviadenovirus,0
Duck aviadenovirus B,1534553,Rowavirales,Adenoviridae,Aviadenovirus,0
Duck calicivirus,2212758,Picornavirales,Caliciviridae,,1
Duck calicivirus 2,2605442,Picornavirales,Caliciviridae,,1
Duck circovirus 3,2994410,Cirlivirales,Circoviridae,Circovirus,0
Duck coronavirus 2714,2734510,Nidovirales,Coronaviridae,Gammacoronavirus,1
Duck faeces associated circular DNA virus 1,1843768,,,,2
Duck faeces associated circular DNA virus 2,1843769,,,,2
Duck faeces associated circular DNA virus 3,1843770,,,,2
Duck flavivirus Anhui/2010,1208385,Amarillovirales,Flaviviridae,Orthoflavivirus,0
Duck flavivirus strain YY5,1093105,Amarillovirales,Flaviviridae,Orthoflavivirus,0
Duck genomovirus VC16,2781375,Geplafuvirales,Genomoviridae,,0
Duck genomovirus VC17,2781376,Geplafuvirales,Genomoviridae,,0
Duck hemorrhagic ovaritis virus,1070859,Amarillovirales,Flaviviridae,Orthoflavivirus,0
Duck hepacivirus,2590836,Amarillovirales,Flaviviridae,Hepacivirus,1
Duck hepatitis B virus,12639,Blubervirales,Hepadnaviridae,Avihepadnavirus,1
Duck hepatitis virus 3,352474,Stellavirales,Astroviridae,Avastrovirus,1
Duck hepatitis virus AP,464094,Picornavirales,Picornaviridae,,1
Duck infectious anemia virus,1400257,Ortervirales,Retroviridae,Gammaretrovirus,0
Duck papillomavirus,1867231,Zurhausenvirales,Papillomaviridae,,0
Duck papillomavirus 3,2562546,Zurhausenvirales,Papillomaviridae,,0
Duck parvovirus NM100,1941434,Piccovirales,Parvoviridae,,0
Duck parvovirus NM4,1962258,Piccovirales,Parvoviridae,,0
Duck picornavirus,2874388,Picornavirales,Picornaviridae,,1
Duck picornavirus duck/FC22/China/2017,2602416,Picornavirales,Picornaviridae,,1
Duck rhabdovirus,2212761,Mononegavirales,Rhabdoviridae,,1
Duck sapelovirus,3163392,Picornavirales,Picornaviridae,Sapelovirus,1
Duck ssDNA virus,2781382,,,,2
Duck-associated chapparvovirus,2810801,Piccovirales,Parvoviridae,Chapparvovirus,0
Duck-dominant coronavirus,1649337,Nidovirales,Coronaviridae,,1
Dundee virus,2707216,,,,2
Durnavirales sp.,2809355,Durnavirales,,,2
Eagle poxvirus,2304054,Chitovirales,Poxviridae,Avipoxvirus,1
Eastern equine encephalitis virus,11021,Martellivirales,Togaviridae,Alphavirus,1
Ellsworth virus,2707217,,,,2
Emberiza chrysophrys CRESS-DNA-virus sp.,2815029,,,,2
Emberiza chrysophrys parvoviridae sp.,2794476,Piccovirales,Parvoviridae,,0
Emberiza cioides CRESS-DNA-virus sp.,2815030,,,,2
Emberiza elegans CRESS-DNA-virus sp.,2815031,,,,2
Emberiza pusilla Chaphamaparvovirus,2794488,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Emberiza pusilla parvo-like hybrid virus,2794510,Piccovirales,Parvoviridae,,0
Emberiza pusilla parvoviridae sp.,2794477,Piccovirales,Parvoviridae,,0
Emberiza rustica CRESS-DNA-virus sp.,2815032,,,,2
Emberiza rustica Genomoviridae sp.,2814949,Geplafuvirales,Genomoviridae,,0
Emberiza rustica parvoviridae sp.,2794478,Piccovirales,Parvoviridae,,0
Emberiza spodocephala CRESS-DNA-virus sp.,2815033,,,,2
Emberiza spodocephala Genomoviridae sp.,2814950,Geplafuvirales,Genomoviridae,,0
Emberiza spodocephala parvoviridae sp.,2794481,Piccovirales,Parvoviridae,,0
Emberiza tristrami CRESS-DNA-virus sp.,2815034,,,,2
Emberiza tristrami Genomoviridae sp.,2814951,Geplafuvirales,Genomoviridae,,0
Emberiza tristrami parvoviridae sp.,2794479,Piccovirales,Parvoviridae,,0
Enquatrovirus sp.,2821802,,Schitoviridae,Enquatrovirus,1
Enterovirus F,1330520,Picornavirales,Picornaviridae,Enterovirus,1
Estrildidae adenovirus 1,2609082,Rowavirales,Adenoviridae,Atadenovirus,0
Estrildidae adenovirus 2,2609083,Rowavirales,Adenoviridae,Siadenovirus,0
Etapapillomavirus 1,197771,Zurhausenvirales,Papillomaviridae,Etapapillomavirus,0
Eurasian blackcap circovirus,39725,Cirlivirales,Circoviridae,,0
Eurasian jay circovirus,39725,Cirlivirales,Circoviridae,,0
Eurasian oystercatcher coronavirus,1446361,Nidovirales,Coronaviridae,,1
European bee-eater circovirus,2922908,Cirlivirales,Circoviridae,Circovirus,0
European goldfinch circovirus,39725,Cirlivirales,Circoviridae,,0
European roller astrovirus,2565896,Stellavirales,Astroviridae,,1
Faeces associated gemycircularvirus 1,1593423,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
Falco tinnunculus herpesvirus,2928397,Herpesvirales,,,0
Falcon aviadenovirus A,692069,Rowavirales,Adenoviridae,Aviadenovirus,0
Falcon coronavirus UAE-HKU27,2078576,Nidovirales,Coronaviridae,Deltacoronavirus,1
Falcon picornavirus,1964370,Picornavirales,Picornaviridae,,1
Farmington virus,1027468,Mononegavirales,Rhabdoviridae,,1
Feral pigeon astrovirus,928291,Stellavirales,Astroviridae,,1
Ficedula mugimaki CRESS-DNA-virus sp.,2815035,,,,2
Ficedula mugimaki parvoviridae sp.,2794480,Piccovirales,Parvoviridae,,0
Ficedula parva CRESS-DNA-virus sp.,2815036,,,,2
Ficedula parva parvoviridae sp.,2794506,Piccovirales,Parvoviridae,,0
Filchner virus,2707219,,,,2
Finch poxvirus,2928837,Chitovirales,Poxviridae,,0
Finchpox virus,2940294,Chitovirales,Poxviridae,Avipoxvirus,1
Flamingopox virus,503979,Chitovirales,Poxviridae,Avipoxvirus,1
Flamingopox virus FGPVKD09,2059380,Chitovirales,Poxviridae,Avipoxvirus,1
Flavivirus CJD05/CHN/2010,1086585,Amarillovirales,Flaviviridae,Orthoflavivirus,0
Flavivirus duck/SD/CHN/2010,1085621,Amarillovirales,Flaviviridae,Orthoflavivirus,0
Flavivirus strain CJD05,1095754,Amarillovirales,Flaviviridae,Orthoflavivirus,0
Foot-and-mouth disease virus,12110,Picornavirales,Picornaviridae,Aphthovirus,1
Fort Morgan virus,48544,Martellivirales,Togaviridae,Alphavirus,1
Fowl adenovirus,1354736,Rowavirales,Adenoviridae,Aviadenovirus,0
Fowl adenovirus 12,172858,Rowavirales,Adenoviridae,Aviadenovirus,0
Fowl adenovirus HR1,911325,Rowavirales,Adenoviridae,Aviadenovirus,0
Fowl adenovirus HR2,911324,Rowavirales,Adenoviridae,Aviadenovirus,0
Fowl adenovirus HR3,911323,Rowavirales,Adenoviridae,Aviadenovirus,0
Fowl adenovirus HR4,911322,Rowavirales,Adenoviridae,Aviadenovirus,0
Fowl aviadenovirus A,190061,Rowavirales,Adenoviridae,Aviadenovirus,0
Fowl aviadenovirus B,190062,Rowavirales,Adenoviridae,Aviadenovirus,0
Fowl aviadenovirus C,190063,Rowavirales,Adenoviridae,Aviadenovirus,0
Fowl aviadenovirus D,190064,Rowavirales,Adenoviridae,Aviadenovirus,0
Fowl aviadenovirus E,190065,Rowavirales,Adenoviridae,Aviadenovirus,0
Fowl aviadenovirus sp.,1972696,Rowavirales,Adenoviridae,Aviadenovirus,0
Fowlpox virus,10261,Chitovirales,Poxviridae,Avipoxvirus,1
Fregata magnificens alphaherpesvirus 1,3040023,Herpesvirales,,,0
Fregata magnificens herpesvirus,576892,Herpesvirales,Orthoherpesviridae,,0
French Guiana picornavirus,2803188,Picornavirales,Picornaviridae,,1
French Guiana reovirus,2803189,Reovirales,,,1
Fringilla montifringilla CRESS-DNA-virus sp.,2815044,,,,2
Fringilla montifringilla Chaphamaparvovirus,2794489,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Fringilla montifringilla Circoviridae sp.,2815000,Cirlivirales,Circoviridae,,0
Fringilla montifringilla Genomoviridae sp.,2814960,Geplafuvirales,Genomoviridae,,0
Fringilla montifringilla parvoviridae sp.,2794507,Piccovirales,Parvoviridae,,0
Fuchs virus,2707220,,,,2
Gallid herpesvirus,39566,Herpesvirales,,,0
Galliform chaphamaparvovirus 10,2928878,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Galliform chaphamaparvovirus 11,2928879,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Galliform chaphamaparvovirus 12,2928880,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Galliform chaphamaparvovirus 13,2928881,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Galliform chaphamaparvovirus 14,2928882,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Galliform chaphamaparvovirus 15,2928883,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Galliform chaphamaparvovirus 16,2928884,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Galliform chaphamaparvovirus 17,2928885,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Galliform chaphamaparvovirus 6,2928886,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Galliform chaphamaparvovirus 7,2928887,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Galliform chaphamaparvovirus 8,2928888,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Galliform chaphamaparvovirus 9,2928889,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Gallivirus A,1511776,Picornavirales,Picornaviridae,Gallivirus,1
Gallivirus Pf-CHK1/GV,1766557,Picornavirales,Picornaviridae,Gallivirus,1
Gallivirus sp.,2809412,Picornavirales,Picornaviridae,Gallivirus,1
Gammacoronavirus sp.,2163008,Nidovirales,Coronaviridae,Gammacoronavirus,1
Gammapolyomavirus anseris,1891746,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0
Gammapolyomavirus avis,1891747,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0
Gammapolyomavirus corvi,1891748,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0
Gammapolyomavirus cratorquatus,1891749,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0
Gammapolyomavirus egouldiae,2955939,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0
Gammapolyomavirus lonmaja,2169904,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0
Gammapolyomavirus padeliae,1891750,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0
Gammapolyomavirus pypyrrhula,1891751,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0
Gammapolyomavirus secanaria,1891752,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,0
Garrulus glandarius associated circular virus 1,2006642,Cirlivirales,Circoviridae,,0
Garrulus glandarius parvoviridae sp.,2794508,Piccovirales,Parvoviridae,,0
Gaviid herpesvirus 1,690285,Herpesvirales,Orthoherpesviridae,Iltovirus,0
Gemycircularvirus blabi1,2844422,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
Gemycircularvirus chicas1,2844427,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
Gemycircularvirus chicas2,2844428,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
Gemycircularvirus chickad1,2844429,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
Gemycircularvirus furse1,2844444,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
Gemycircularvirus geras1,2844445,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
Gemycircularvirus geras2,2844446,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
Gemycircularvirus geras3,2844447,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
Gemycircularvirus malas1,2844476,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
Gemycircularvirus sp.,1983771,Geplafuvirales,Genomoviridae,Gemycircularvirus,0
Gemygorvirus malas1,2844550,Geplafuvirales,Genomoviridae,Gemygorvirus,0
Gemygorvirus stara1,2844555,Geplafuvirales,Genomoviridae,Gemygorvirus,0
Gemykibivirus blabi1,2844561,Geplafuvirales,Genomoviridae,Gemykibivirus,0
Gemykibivirus blaro1,2844562,Geplafuvirales,Genomoviridae,Gemykibivirus,0
Gemykibivirus galga1,2844570,Geplafuvirales,Genomoviridae,Gemykibivirus,0
Gemykibivirus galga2,2844571,Geplafuvirales,Genomoviridae,Gemykibivirus,0
Gemykibivirus galga3,2844572,Geplafuvirales,Genomoviridae,Gemykibivirus,0
Gemykibivirus sewopo1,2844603,Geplafuvirales,Genomoviridae,Gemykibivirus,0
Gemykrogvirus galga1,2844628,Geplafuvirales,Genomoviridae,Gemykrogvirus,0
Gemykrogvirus galga2,2844629,Geplafuvirales,Genomoviridae,Gemykrogvirus,0
Gemykrogvirus galga3,2844630,Geplafuvirales,Genomoviridae,Gemykrogvirus,0
Gemykrogvirus galga4,2844631,Geplafuvirales,Genomoviridae,Gemykrogvirus,0
Gemykrogvirus galga5,2844632,Geplafuvirales,Genomoviridae,Gemykrogvirus,0
Gemytondvirus ostri1,2844644,Geplafuvirales,Genomoviridae,Gemytondvirus,0
Genomoviridae sp.,2202565,Geplafuvirales,Genomoviridae,,0
Gentoo penguin virus,2707191,Nidovirales,Coronaviridae,Deltacoronavirus,1
Gerritsz virus,2707222,,,,2
Ghabrivirales sp.,2809433,Ghabrivirales,,,2
Goose adenovirus 5,1170688,Rowavirales,Adenoviridae,Aviadenovirus,0
Goose adenovirus Y81G4,944993,Rowavirales,Adenoviridae,Aviadenovirus,0
Goose astrovirus,1349999,Stellavirales,Astroviridae,Avastrovirus,1
Goose astrovirus 1,2910303,Stellavirales,Astroviridae,Avastrovirus,1
Goose astrovirus 2,2810457,Stellavirales,Astroviridae,Avastrovirus,1
Goose aviadenovirus A,1193420,Rowavirales,Adenoviridae,Aviadenovirus,0
Goose calicivirus,1493858,Picornavirales,Caliciviridae,,1
Goose parvovirus SDDY21,3062345,Piccovirales,Parvoviridae,,0
Goose parvovirus SDJN21,3062346,Piccovirales,Parvoviridae,,0
Goose parvovirus SDWF22,3062347,Piccovirales,Parvoviridae,,0
Goose pegivirus 1,2830620,Amarillovirales,Flaviviridae,Pegivirus,1
Goose pegivirus 2,2830621,Amarillovirales,Flaviviridae,Pegivirus,1
Goose-dominant Coronavirus,1649335,Nidovirales,Coronaviridae,,1
Gouldian finch adenovirus 1,1391178,Rowavirales,Adenoviridae,Siadenovirus,0
Gouldian finch circovirus,1221219,Cirlivirales,Circoviridae,Circovirus,0
Great tit siadenovirus A,1146876,Rowavirales,Adenoviridae,Siadenovirus,0
Grey teal calicivirus,2592487,Picornavirales,Caliciviridae,,1
Grey teal chaphamaparvovirus,2759408,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Grey teal gyrovirus,2798291,,Anelloviridae,Gyrovirus,0
Grey teal parvovirus,2592488,Piccovirales,Parvoviridae,,0
Grey teal picobirnavirus X,2592489,Durnavirales,Picobirnaviridae,,1
Grey teal picobirnavirus Z,2592490,Durnavirales,Picobirnaviridae,,1
Grey teal picobirnavirus y,2592491,Durnavirales,Picobirnaviridae,,1
Griffon vulture papillomavirus,2219104,Zurhausenvirales,Papillomaviridae,Etapapillomavirus,0
Gruhelivirus A,2734535,Picornavirales,Picornaviridae,Gruhelivirus,1
Grus japonensis CRESS-DNA-virus sp.,2815045,,,,2
Grus japonensis Chaphamaparvovirus,2794490,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Grus japonensis parvo-like hybrid virus,2794511,Piccovirales,Parvoviridae,,0
Grus japonensis parvoviridae sp.,2794512,Piccovirales,Parvoviridae,,0
Grus monacha CRESS-DNA-virus sp.,2815037,,,,2
Grus nigricollis-associatied genomovirus,3077354,Geplafuvirales,Genomoviridae,,0
Grusopivirus A,2734536,Picornavirales,Picornaviridae,Grusopivirus,1
Grusopivirus B,2734537,Picornavirales,Picornaviridae,Grusopivirus,1
Grusopivirus C,2844787,Picornavirales,Picornaviridae,Grusopivirus,1
Grusopivirus sp.,2809444,Picornavirales,Picornaviridae,Grusopivirus,1
Guinea fowl astrovirus,1105348,Stellavirales,Astroviridae,Avastrovirus,1
Guinea fowl circovirus,1267906,Cirlivirales,Circoviridae,,0
Guinea fowl picornavirus,2817032,Picornavirales,Picornaviridae,,1
Gull adenovirus,1306817,Rowavirales,Adenoviridae,,0
Gull coronavirus,2605444,Nidovirales,Coronaviridae,,1
Gull metapneumovirus,2605443,Mononegavirales,Pneumoviridae,Metapneumovirus,1
Gull papillomavirus 1,2562547,Zurhausenvirales,Papillomaviridae,,0
Gull papillomavirus 2,2562548,Zurhausenvirales,Papillomaviridae,,0
Gull papillomavirus 3,2562549,Zurhausenvirales,Papillomaviridae,,0
Gyrovirus 10,2218660,,Anelloviridae,Gyrovirus,0
Gyrovirus 2126_10,3127502,,Anelloviridae,Gyrovirus,0
Gyrovirus 2316_26,3127497,,Anelloviridae,Gyrovirus,0
Gyrovirus 2316_32,3127498,,Anelloviridae,Gyrovirus,0
Gyrovirus 2885_18H,3127499,,Anelloviridae,Gyrovirus,0
Gyrovirus 2885_18K,3127500,,Anelloviridae,Gyrovirus,0
Gyrovirus 2885_18L,3127501,,Anelloviridae,Gyrovirus,0
Gyrovirus 3,2583049,,Anelloviridae,Gyrovirus,0
Gyrovirus 6,2583050,,Anelloviridae,Gyrovirus,0
Gyrovirus 9,2781379,,Anelloviridae,Gyrovirus,0
Gyrovirus VC5,2781380,,Anelloviridae,Gyrovirus,0
Gyrovirus VC7,2781381,,Anelloviridae,Gyrovirus,0
Gyrovirus chickenanemia,3047743,,Anelloviridae,Gyrovirus,0
Gyrovirus fulgla1,2844799,,Anelloviridae,Gyrovirus,0
Gyrovirus galga1,2844800,,Anelloviridae,Gyrovirus,0
Gyrovirus homsa1,2844802,,Anelloviridae,Gyrovirus,0
Gyrovirus homsa2,2844803,,Anelloviridae,Gyrovirus,0
Gyrovirus homsa3,2844804,,Anelloviridae,Gyrovirus,0
Gyrovirus hydho1,2844806,,Anelloviridae,Gyrovirus,0
Gyrovirus myferr1,2844807,,Anelloviridae,Gyrovirus,0
Halley virus,2707223,,,,2
Halvorsen virus,2707224,,,,2
Hapavirus flanders,1972612,Mononegavirales,Rhabdoviridae,Hapavirus,1
Hapavirus landjia,1972618,Mononegavirales,Rhabdoviridae,Hapavirus,1
Harkavirus A,2003391,Picornavirales,Picornaviridae,Harkavirus,1
Hawaiian goose poxvirus,228177,Chitovirales,Poxviridae,Avipoxvirus,1
Hawfinch circovirus,39725,Cirlivirales,Circoviridae,,0
Hedwig virus,2884278,Bunyavirales,Peribunyaviridae,,1
Hepacivirus Q,2952659,Amarillovirales,Flaviviridae,Hepacivirus,1
Hepacivirus sp.,2202624,Amarillovirales,Flaviviridae,Hepacivirus,1
Hepatitis B virus,10407,Blubervirales,Hepadnaviridae,Orthohepadnavirus,0
Hepatitis E virus,291484,Hepelivirales,Hepeviridae,,0
Hepeviridae sp.,2715178,Hepelivirales,Hepeviridae,,0
Heron hepatitis B virus,28300,Blubervirales,Hepadnaviridae,Avihepadnavirus,1
Herpesvirus eupittula14478,3116695,Herpesvirales,,,0
Herpesvirus goose/GAV08/Poland/2008,936150,Herpesvirales,,,0
Highlands J virus,11024,Martellivirales,Togaviridae,Alphavirus,1
Hilary virus,2707225,,,,2
Houbara coronavirus UAE-HKU28,2078577,Nidovirales,Coronaviridae,Deltacoronavirus,1
Huchismacovirus chicas1,2844965,Cremevirales,Smacoviridae,Huchismacovirus,0
Huchismacovirus chicas2,2844966,Cremevirales,Smacoviridae,Huchismacovirus,0
Huchismacovirus sp.,2809473,Cremevirales,Smacoviridae,Huchismacovirus,0
Human mastadenovirus F,130309,Rowavirales,Adenoviridae,Mastadenovirus,0
IC4 retrovirus,36381,Ortervirales,Retroviridae,,0
Iltovirus gallidalpha1,3050286,Herpesvirales,Orthoherpesviridae,Iltovirus,0
Iltovirus psittacidalpha1,3050344,Herpesvirales,Orthoherpesviridae,Iltovirus,0
Iltovirus psittacidalpha5,3060048,Herpesvirales,Orthoherpesviridae,Iltovirus,0
JDV virus,12521,,,,2
Java sparrow circovirus,39725,Cirlivirales,Circoviridae,,0
Jingmen ascaridia virus 1,1923346,,,,2
Jingmen birna-like virus,1923347,,,,2
Jingmen bunya-like virus 1,1923348,,,,2
Jingmen picobirna-like virus 1,1923349,,,,2
Jingmen picorna-like virus,1923350,,,,2
Jingmen tombus-like virus 1,1923351,,,,2
Jingmen tombus-like virus 2,1938656,,,,2
Jingmen toti-like virus 1,1923352,,,,2
Justusliebigvirus phi92,2956041,,,Justusliebigvirus,2
Kagge virus,2707226,,,,2
Kammavanpettai virus,2282480,Reovirales,Sedoreoviridae,Orbivirus,1
Kannamangalam virus,1272944,Mononegavirales,Rhabdoviridae,,1
Kedah fatal kidney syndrome virus,2576440,Bunyavirales,Peribunyaviridae,Orthobunyavirus,1
Kestrel picornavirus,1964371,Picornavirales,Picornaviridae,,1
Ketchum virus,2707227,,,,2
Khabarov virus,2707228,,,,2
Khurdivirus volgaense,2956058,Bunyavirales,Peribunyaviridae,Khurdivirus,1
Kittiwake papillomavirus 1,2562550,Zurhausenvirales,Papillomaviridae,,0
Kittiwake papillomavirus 2,2562551,Zurhausenvirales,Papillomaviridae,,0
Kittiwake papillomavirus 3,2562552,Zurhausenvirales,Papillomaviridae,,0
Kittiwake papillomavirus 4,2562553,Zurhausenvirales,Papillomaviridae,,0
Kittiwake papillomavirus 5,2562554,Zurhausenvirales,Papillomaviridae,,0
Kittiwake papillomavirus 6,2562555,Zurhausenvirales,Papillomaviridae,,0
Kittiwake papillomavirus 7,2562556,Zurhausenvirales,Papillomaviridae,,0
Kornilov virus,2707229,,,,2
Korotkevich virus,2707230,,,,2
Krenkel virus,2707231,,,,2
Kunsagivirus A,1755590,Picornavirales,Picornaviridae,Kunsagivirus,1
Kyst virus,2707232,,,,2
Lambdatorquevirus phoci5,3052274,,Anelloviridae,Lambdatorquevirus,0
Lanius cristatus parvoviridae sp.,2794482,Piccovirales,Parvoviridae,,0
Larsen virus,2707233,,,,2
Larus argentatus herpesvirus,2928398,Herpesvirales,,,0
Larus ridibundus coronavirus,3153733,Nidovirales,Coronaviridae,,1
Lavender waxbill polyomavirus,36362,Sepolyvirales,Polyomaviridae,,0
Lawrence virus,2707234,,,,2
Lazarev virus,2707235,,,,2
Leucosticte brandti pegivirus,2824655,Amarillovirales,Flaviviridae,Pegivirus,1
Little bittern circovirus,2922909,Cirlivirales,Circoviridae,Circovirus,0
Loch Leven virus,2776924,Picornavirales,Picornaviridae,Hepatovirus,1
Lonchura striata deltavirus,2766951,,Kolmioviridae,Deltavirus,0
Lophura nycthemera aveparvovirus,2794554,Piccovirales,Parvoviridae,Aveparvovirus,0
Lophura nycthemera parvoviridae sp.,2794483,Piccovirales,Parvoviridae,,0
Ludopivirus A,2734539,Picornavirales,Picornaviridae,Ludopivirus,1
Luncke virus,2707236,,,,2
