Unnamed: 0,Species,NCBI Taxon ID,Order,Family,Genus,envelope,circular,double_stranded,rna,segmented,positive_sense,negative_sense,size,gc,genes,budding,lysis,release_other,cytoplasm,CE_clathrin,CE_receptor,CE_glycoproteins,CE_other
232,Wigeon coronavirus HKU20,1159908,Nidovirales,Coronaviridae,Deltacoronavirus,True,False,False,True,False,True,False,26227.0,39.5,10.0,True,False,False,True,False,False,True,False
1637,Astrovirus CDB-2012,1166568,Stellavirales,Astroviridae,,False,False,False,True,False,True,False,,,,False,False,True,True,False,True,False,False
1636,Goose adenovirus 5,1170688,Rowavirales,Adenoviridae,Aviadenovirus,False,False,True,False,False,False,False,,,,False,True,False,False,False,False,True,False
1588,Avastrovirus guineafowl/ITA/2010/Bari-ELVA,1176481,Stellavirales,Astroviridae,Avastrovirus,False,False,False,True,False,True,False,,,,False,False,True,True,False,True,False,False
1635,Avipoxvirus FMA-2012,1176578,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
227,Goose aviadenovirus A,1193420,Rowavirales,Adenoviridae,Aviadenovirus,False,False,True,False,False,False,False,43376.0,44.5,35.0,False,True,False,False,False,False,True,False
1633,Duck flavivirus Anhui/2010,1208385,Amarillovirales,Flaviviridae,Orthoflavivirus,True,False,False,True,False,True,False,,,,True,False,False,False,True,False,False,False
1631,Parvovirus AC-2012,1216504,Piccovirales,Parvoviridae,Protoparvovirus,False,False,False,True,True,False,False,,,,False,True,False,False,True,False,False,False
290,Gouldian finch circovirus,1221219,Cirlivirales,Circoviridae,Circovirus,False,True,True,False,False,False,False,,,,False,True,False,False,True,False,False,False
1632,Avipoxvirus strain Elsharqyia_PGPV,1234869,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1628,Avipoxvirus BL-2012,1237714,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1475,Avastrovirus 1,1239437,Stellavirales,Astroviridae,Avastrovirus,False,False,False,True,False,True,False,,,,False,False,True,True,False,True,False,False
636,Avastrovirus 2,1239438,Stellavirales,Astroviridae,Avastrovirus,False,False,False,True,False,True,False,,,,False,False,True,True,False,True,False,False
480,Avastrovirus 3,1239439,Stellavirales,Astroviridae,Avastrovirus,False,False,False,True,False,True,False,,,,False,False,True,True,False,True,False,False
1630,Avipoxvirus TMPV,1259810,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1627,Guinea fowl circovirus,1267906,Cirlivirales,Circoviridae,,False,True,True,False,False,False,False,,,,False,True,False,False,False,True,False,False
1623,BeAn 157575 virus,1272938,Mononegavirales,Rhabdoviridae,,True,False,False,True,True,False,True,,,,True,False,False,True,False,False,True,False
1624,Kannamangalam virus,1272944,Mononegavirales,Rhabdoviridae,,True,False,False,True,True,False,True,,,,True,False,False,True,False,False,True,False
1625,Navarro virus,1272950,Mononegavirales,Rhabdoviridae,,True,False,False,True,True,False,True,,,,True,False,False,True,False,False,True,False
1622,Avipoxvirus VIC-08,1281441,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1621,Avipoxvirus VIC-02,1281442,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
216,Cyanoramphus nest associated circular X DNA virus,1282443,,,,True,True,True,True,True,True,True,2308.0,49.5,2.0,True,True,True,True,True,True,True,True
217,Cyanoramphus nest associated circular K DNA virus,1282444,,,,True,True,True,True,True,True,True,2087.0,52.0,2.0,True,True,True,True,True,True,True,True
1589,Brazilian penguinpox virus,1291378,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1599,Avipoxvirus isolate Alaska,1294089,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1598,Avipoxvirus isolate Antarctica,1294090,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1602,Avipoxvirus isolate Argentina,1294091,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
688,Avipoxvirus isolate Arizona,1294092,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1618,Avipoxvirus isolate Belgium,1294093,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1607,Avipoxvirus isolate California,1294094,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1594,Avipoxvirus isolate Chile,1294095,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1614,Avipoxvirus isolate Colorado,1294096,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1608,Avipoxvirus isolate Florida,1294097,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
581,Avipoxvirus isolate Galapagos Islands,1294098,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1595,Avipoxvirus isolate Georgia,1294099,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1591,Avipoxvirus isolate Hungary,1294100,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1606,Avipoxvirus isolate Illinois,1294101,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1616,Avipoxvirus isolate Maryland,1294102,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1613,Avipoxvirus isolate Massachusetts,1294103,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1601,Avipoxvirus isolate Midway Islands,1294104,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1609,Avipoxvirus isolate Minnesota,1294105,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1619,Avipoxvirus isolate Mississippi,1294106,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1620,Avipoxvirus isolate Montana,1294107,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1592,Avipoxvirus isolate Nevada,1294108,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1605,Avipoxvirus isolate New York,1294109,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1611,Avipoxvirus isolate Oregon,1294110,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1617,Avipoxvirus isolate Pennsylvania,1294111,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1596,Avipoxvirus isolate South Korea,1294112,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1597,Avipoxvirus isolate Spain,1294113,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1604,Avipoxvirus isolate Texas,1294114,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1590,Avipoxvirus isolate United Kingdom,1294115,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1610,Avipoxvirus isolate Utah,1294116,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1600,Avipoxvirus isolate Washington,1294117,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1612,Avipoxvirus isolate Washington DC,1294118,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1603,Avipoxvirus isolate Wisconsin,1294119,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1615,Avipoxvirus isolate the Netherlands,1294120,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
251,Munia coronavirus HKU13,1297661,Nidovirales,Coronaviridae,Deltacoronavirus,True,False,False,True,False,True,False,26552.0,42.5,9.0,True,False,False,True,False,False,True,False
312,Psittacine adenovirus 2,1301246,Rowavirales,Adenoviridae,,False,False,True,False,False,False,False,25616.0,37.0,,False,True,False,False,False,False,True,False
1085,Gull adenovirus,1306817,Rowavirales,Adenoviridae,,False,False,True,False,False,False,False,,,,False,True,False,False,False,False,True,False
219,Melegrivirus A,1330070,Picornavirales,Picornaviridae,Megrivirus,False,False,False,True,False,True,False,9739.0,45.5,1.0,False,True,False,True,False,True,False,False
1430,Enterovirus F,1330520,Picornavirales,Picornaviridae,Enterovirus,False,False,False,True,False,True,False,7397.0,50.5,1.0,False,True,False,True,False,True,False,False
1546,Avipoxvirus 31239,1333866,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1587,Avipoxvirus Gav01/Lima/2011,1337067,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1198,Parvovirus NIH-CQV,1341019,Piccovirales,Parvoviridae,,False,False,False,False,False,False,False,3780.0,46.0,3.0,False,True,False,False,True,False,False,False
1560,shorebird astrovirus,1344564,Stellavirales,Astroviridae,,False,False,False,True,False,True,False,,,,False,False,True,True,False,True,False,False
1561,shorebird coronavirus,1344565,Nidovirales,Coronaviridae,,True,False,False,True,False,True,False,,,,True,False,False,True,False,False,True,False
147,Goose astrovirus,1349999,Stellavirales,Astroviridae,Avastrovirus,False,False,False,True,False,True,False,7299.0,41.5,3.0,False,False,True,True,False,True,False,False
1569,Picobirnavirus turkey/USA-1507/2010,1353791,Durnavirales,Picobirnaviridae,Picobirnavirus,False,False,True,True,True,False,False,,,,True,False,False,True,False,True,False,False
1570,Picobirnavirus turkey/USA-1512/2010,1353792,Durnavirales,Picobirnaviridae,Picobirnavirus,False,False,True,True,True,False,False,,,,True,False,False,True,False,True,False,False
332,Avian nephritis virus,1354735,Stellavirales,Astroviridae,Avastrovirus,False,False,False,True,False,True,False,6959.0,45.5,,False,False,True,True,False,True,False,False
325,Fowl adenovirus,1354736,Rowavirales,Adenoviridae,Aviadenovirus,False,False,True,False,False,False,False,44291.0,53.5,,False,True,False,False,False,False,True,False
1584,Avipoxvirus FGPV_KD09.ZAF,1367515,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1585,Avipoxvirus PEPV_San92,1367516,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1576,Avipoxvirus PGPV10K_LD1,1367517,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1581,Avipoxvirus PGPV10K_RP1,1367518,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1583,Avipoxvirus PGPV10K_SP1,1367519,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1573,Avipoxvirus PGPV11K_FP1,1367520,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1574,Avipoxvirus PGPV11K_FP2,1367521,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1577,Avipoxvirus PGPV11K_LD2,1367522,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1575,Avipoxvirus PGPV11K_Pi5,1367523,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1582,Avipoxvirus PGPV93K_RP2,1367524,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1578,Avipoxvirus PGPVO_Pi1,1367525,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1579,Avipoxvirus PGPVO_Pi2,1367526,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1580,Avipoxvirus PGPVO_Pi4,1367527,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1566,Avian picobirnavirus GI,1382266,Durnavirales,Picobirnaviridae,Picobirnavirus,False,False,True,True,True,False,False,,,,True,False,False,True,False,True,False,False
1348,Gouldian finch adenovirus 1,1391178,Rowavirales,Adenoviridae,Siadenovirus,False,False,True,False,False,False,False,,,,False,True,False,False,False,False,True,False
29,Pigeon parvovirus A,1399967,Piccovirales,Parvoviridae,,False,False,False,False,False,False,False,5492.0,52.0,4.0,False,True,False,False,True,False,False,False
1568,Duck infectious anemia virus,1400257,Ortervirales,Retroviridae,Gammaretrovirus,True,False,False,True,False,True,False,8447.0,52.0,,True,False,False,False,False,False,True,False
1548,Chinstrap penguin adenovirus 1,1434087,Rowavirales,Adenoviridae,Mastadenovirus,False,False,True,False,False,False,False,,,,False,True,False,False,False,False,True,False
1549,Chinstrap penguin adenovirus 3,1434089,Rowavirales,Adenoviridae,Mastadenovirus,False,False,True,False,False,False,False,,,,False,True,False,False,False,False,True,False
1550,Chinstrap penguin adenovirus 4,1434090,Rowavirales,Adenoviridae,Mastadenovirus,False,False,True,False,False,False,False,,,,False,True,False,False,False,False,True,False
1551,Chinstrap penguin adenovirus 5,1434091,Rowavirales,Adenoviridae,Mastadenovirus,False,False,True,False,False,False,False,,,,False,True,False,False,False,False,True,False
1552,Chinstrap penguin adenovirus 6,1434092,Rowavirales,Adenoviridae,Mastadenovirus,False,False,True,False,False,False,False,,,,False,True,False,False,False,False,True,False
1553,Chinstrap penguin adenovirus 7,1434093,Rowavirales,Adenoviridae,Mastadenovirus,False,False,True,False,False,False,False,,,,False,True,False,False,False,False,True,False
1554,Chinstrap penguin adenovirus 8,1434094,Rowavirales,Adenoviridae,Mastadenovirus,False,False,True,False,False,False,False,,,,False,True,False,False,False,False,True,False
1564,Eurasian oystercatcher coronavirus,1446361,Nidovirales,Coronaviridae,,True,False,False,True,False,True,False,,,,True,False,False,True,False,False,True,False
1563,Avipoxvirus OKr-2014,1465725,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
214,Mosavirus A,1481452,Picornavirales,Picornaviridae,Mosavirus,False,False,False,True,True,True,False,8398.0,45.5,1.0,False,True,False,True,True,False,False,False
1562,Baku virus,1484571,Reovirales,Sedoreoviridae,Orbivirus,False,False,True,True,True,False,False,,,,False,False,True,True,True,False,False,False
212,Goose calicivirus,1493858,Picornavirales,Caliciviridae,,False,False,False,True,False,True,False,8013.0,54.5,2.0,False,True,False,True,False,True,False,False
1559,Turkey picobirnavirus,1494923,Durnavirales,Picobirnaviridae,Picobirnavirus,False,False,True,True,True,False,False,,,,True,False,False,True,False,True,False,False
1556,Avipoxvirus XL,1496299,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1557,Avipoxvirus DX,1496300,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1558,Avipoxvirus TD,1496301,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1555,Picobirnavirus GI/PBV/turkey/USA/MN-1/2011,1497566,Durnavirales,Picobirnaviridae,Picobirnavirus,False,False,True,True,True,False,False,,,,True,False,False,True,False,True,False,False
115,Avisivirus A,1511772,Picornavirales,Picornaviridae,Avisivirus,False,False,False,True,False,True,False,7373.0,45.0,1.0,False,True,False,True,False,True,False,False
1547,Avipoxvirus isolate Sevilla,1511774,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
205,Gallivirus A,1511776,Picornavirales,Picornaviridae,Gallivirus,False,False,False,True,False,True,False,8432.0,45.0,1.0,False,True,False,True,False,True,False,False
246,Oscivirus A,1511781,Picornavirales,Picornaviridae,Oscivirus,False,False,False,True,False,True,False,7641.0,47.0,1.0,False,True,False,True,False,True,False,False
245,Passerivirus A,1511803,Picornavirales,Picornaviridae,Passerivirus,False,False,False,True,False,True,False,8035.0,58.0,1.0,False,True,False,True,False,True,False,False
67,Dependoparvovirus avian1,1511894,Piccovirales,Parvoviridae,Dependoparvovirus,False,False,True,False,True,False,False,4642.0,57.5,4.0,False,True,False,False,True,False,False,False
261,Dependoparvovirus anseriform1,1511895,Piccovirales,Parvoviridae,Dependoparvovirus,False,False,True,False,True,False,False,5132.0,46.0,2.0,False,True,False,False,True,False,False,False
485,Duck astrovirus CPH,1517684,Stellavirales,Astroviridae,Avastrovirus,False,False,False,True,False,True,False,7463.0,43.0,,False,False,True,True,False,True,False,False
13,Picornaviridae sp.,1530251,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,7443.0,42.0,1.0,False,True,False,True,False,True,False,False
201,Chicken picornavirus 1,1534544,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,8287.0,55.5,1.0,False,True,False,True,False,True,False,False
204,Chicken picornavirus 4,1534547,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,9564.0,44.5,1.0,False,True,False,True,False,True,False,False
1448,Chicken gallivirus 1,1534550,Picornavirales,Picornaviridae,Gallivirus,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
206,Duck aviadenovirus B,1534553,Rowavirales,Adenoviridae,Aviadenovirus,False,False,True,False,False,False,False,43734.0,46.0,36.0,False,True,False,False,False,False,True,False
1527,Akhtuba virus,1539747,Bunyavirales,Peribunyaviridae,,True,False,False,True,True,False,True,,,,True,False,False,True,False,True,False,False
208,Pigeon aviadenovirus A,1548417,Rowavirales,Adenoviridae,Aviadenovirus,False,False,True,False,False,False,False,45480.0,64.0,37.0,False,True,False,False,False,False,True,False
132,Orthobornavirus alphapsittaciforme,1548713,Mononegavirales,Bornaviridae,Orthobornavirus,True,False,False,True,True,False,True,8902.0,42.5,6.0,True,False,False,False,False,False,True,False
158,Orthobornavirus serini,1548720,Mononegavirales,Bornaviridae,Orthobornavirus,True,False,False,True,True,False,True,8930.0,41.0,6.0,True,False,False,False,False,False,True,False
113,Orthobornavirus estrildidae,1548721,Mononegavirales,Bornaviridae,Orthobornavirus,True,False,False,True,True,False,True,5572.0,43.0,6.0,True,False,False,False,False,False,True,False
159,Orthobornavirus avisaquaticae,1548722,Mononegavirales,Bornaviridae,Orthobornavirus,True,False,False,True,True,False,True,8904.0,41.0,6.0,True,False,False,False,False,False,True,False
1477,Chicken proventriculitis virus,1566005,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
1532,Picobirnavirus HK-2014,1566334,Durnavirales,Picobirnaviridae,Picobirnavirus,False,False,True,True,True,False,False,,,,True,False,False,True,False,True,False,False
1533,Astrovirus HK-2014,1566335,Stellavirales,Astroviridae,,False,False,False,True,False,True,False,,,,False,False,True,True,False,True,False,False
1534,Protoparvovirus HK-2014,1566336,Piccovirales,Parvoviridae,Protoparvovirus,False,False,False,True,True,False,False,,,,False,True,False,False,True,False,False,False
1535,Chicken picornavirus HK-2014,1566337,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
1543,Avipoxvirus MZ-2014,1569592,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1542,Astrovirus Pygoscelis/DT/2012,1586002,Stellavirales,Astroviridae,,False,False,False,True,False,True,False,,,,False,False,True,True,False,True,False,False
1572,Faeces associated gemycircularvirus 1,1593423,Geplafuvirales,Genomoviridae,Gemycircularvirus,False,True,False,False,False,False,False,,,,False,False,True,False,False,True,False,False
1510,Avipoxvirus chicken/PT-30327/Portugal/2013,1608258,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
351,Chimeric virus 14,1608440,,,,True,True,True,True,True,True,True,3141.0,40.0,2.0,True,True,True,True,True,True,True,True
1495,Penguin herpesvirus 1,1615847,Herpesvirales,,,True,False,True,False,False,False,False,,,,True,True,True,False,False,False,True,False
691,Avon-Heathcote Estuary associated circular virus 25,1618249,Cirlivirales,Circoviridae,,False,True,True,False,False,False,False,2142.0,42.0,2.0,False,True,False,False,False,True,False,False
101,Apteryx rowi circovirus-like virus,1634476,Cirlivirales,Circoviridae,,False,True,True,False,False,False,False,2085.0,46.0,2.0,False,True,False,False,False,True,False,False
1539,Sulid herpesvirus 1,1638619,Herpesvirales,Orthoherpesviridae,,True,False,True,False,False,False,False,,,,True,False,False,False,False,False,True,False
1537,Phoenicopterid herpesvirus 1,1643444,Herpesvirales,Orthoherpesviridae,Iltovirus,True,True,False,False,False,False,False,,,,True,False,False,False,False,False,True,False
1511,Goose-dominant Coronavirus,1649335,Nidovirales,Coronaviridae,,True,False,False,True,False,True,False,,,,True,False,False,True,False,False,True,False
690,Pigeon-dominant Coronavirus,1649336,Nidovirales,Coronaviridae,,True,False,False,True,False,True,False,,,,True,False,False,True,False,False,True,False
360,Duck-dominant coronavirus,1649337,Nidovirales,Coronaviridae,,True,False,False,True,False,True,False,,,,True,False,False,True,False,False,True,False
1524,Aviadenovirus KLC-2015,1652541,Rowavirales,Adenoviridae,Aviadenovirus,False,False,True,False,False,False,False,,,,False,True,False,False,False,False,True,False
1503,Avipoxvirus large-billed crow/Asahikawa/Hokkaido/JPN/2008,1656227,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1536,Astrovirus Er/BMTK529/HUN/2011,1671381,Stellavirales,Astroviridae,,False,False,False,True,False,True,False,,,,False,False,True,True,False,True,False,False
175,Astrovirus Er/SZAL6/HUN/2011,1671382,Stellavirales,Astroviridae,,False,False,False,True,False,True,False,7025.0,52.5,3.0,False,False,True,True,False,True,False,False
55,Paslahepevirus balayani,1678143,Hepelivirales,Hepeviridae,Paslahepevirus,False,False,False,True,False,True,False,6660.0,51.5,3.0,False,False,True,False,True,False,False,False
337,Avihepevirus magniiecur,1678144,Hepelivirales,Hepeviridae,Avihepevirus,False,False,False,True,False,True,False,,,,False,False,True,False,True,False,False,False
1508,Cape sugarbird pox virus,1692171,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1530,Deltacoronavirus B07,1697925,Nidovirales,Coronaviridae,Deltacoronavirus,True,False,False,True,False,True,False,,,,True,False,False,True,False,False,True,False
1531,Deltacoronavirus B04,1697926,Nidovirales,Coronaviridae,Deltacoronavirus,True,False,False,True,False,True,False,,,,True,False,False,True,False,False,True,False
427,Avian polyomavirus,1702318,Sepolyvirales,Polyomaviridae,,False,True,True,False,False,False,False,,,,False,True,False,False,False,True,False,False
1525,Protoparvovirus Udayana_MDPVA,1711931,Piccovirales,Parvoviridae,Protoparvovirus,False,False,False,True,True,False,False,,,,False,True,False,False,True,False,False,False
1526,Protoparvovirus Udayana_MDPVB,1711932,Piccovirales,Parvoviridae,Protoparvovirus,False,False,False,True,True,False,False,,,,False,True,False,False,True,False,False,False
1922,Orthobornavirus bornaense,1714619,Mononegavirales,Bornaviridae,Orthobornavirus,True,False,False,True,True,False,True,,,,True,False,False,False,False,False,True,False
1523,Bald eagle poxvirus,1740857,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
1522,Astrovirus black-naped monarch/Cambodia/2010,1752874,Stellavirales,Astroviridae,,False,False,False,True,False,True,False,,,,False,False,True,True,False,True,False,False
171,Sicinivirus A,1755588,Picornavirales,Picornaviridae,Sicinivirus,False,False,False,True,False,True,False,9809.0,55.5,1.0,False,True,False,True,False,True,False,False
116,Kunsagivirus A,1755590,Picornavirales,Picornaviridae,Kunsagivirus,False,False,False,True,False,True,False,7272.0,53.0,1.0,False,True,False,True,False,True,False,False
1521,Avipoxvirus Betim 1,1756707,Chitovirales,Poxviridae,Avipoxvirus,True,False,True,False,True,False,False,,,,False,True,False,True,False,False,True,False
169,Gallivirus Pf-CHK1/GV,1766557,Picornavirales,Picornaviridae,Gallivirus,False,False,False,True,False,True,False,8506.0,45.5,1.0,False,True,False,True,False,True,False,False
170,Avisivirus Pf-CHK1/AsV,1766559,Picornavirales,Picornaviridae,Avisivirus,False,False,False,True,False,True,False,7270.0,45.5,1.0,False,True,False,True,False,True,False,False
1514,Phacovirus BY/PhV,1766560,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
1519,Phacovirus CAB/PhV,1766561,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
1520,Phacovirus DM/PhV,1766562,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
1515,Phacovirus GT/PhV,1766563,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
1517,Phacovirus NG/PhV,1766564,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
1516,Phacovirus TR/PhV,1766566,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
1518,Phacovirus VG/PhV,1766567,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
1512,Thalassarchid herpesvirus 1,1770233,Herpesvirales,,,True,False,True,False,False,False,False,,,,True,True,True,False,False,False,True,False
1504,Penguin herpesvirus 2,1770252,Herpesvirales,Orthoherpesviridae,,True,False,True,False,False,False,False,,,,True,False,False,False,False,False,True,False
1493,Parechovirus B,1803957,Picornavirales,Picornaviridae,Parechovirus,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
1505,Chicken picornavirus,1819751,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
1506,Turkey picornavirus,1819752,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
1473,Chicken picornavirus UCC13,1839669,Picornavirales,Picornaviridae,,False,False,False,True,False,True,False,,,,False,True,False,True,False,True,False,False
162,Duck faeces associated circular DNA virus 1,1843768,,,,True,True,True,True,True,True,True,2750.0,43.0,2.0,True,True,True,True,True,True,True,True
163,Duck faeces associated circular DNA virus 2,1843769,,,,True,True,True,True,True,True,True,1845.0,32.0,2.0,True,True,True,True,True,True,True,True
164,Duck faeces associated circular DNA virus 3,1843770,,,,True,True,True,True,True,True,True,1856.0,28.0,2.0,True,True,True,True,True,True,True,True
