NCBI Taxon ID,size,gc,genes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
11960,0,0,0,0.2837883,-0.16840455,-0.058558106,0.20140707,0.22488694,0.2518854,0.041000593,0.068381734,-0.0769596,-0.06338909,-0.015576696,-0.1433354,-0.2614753,-0.13510829,0.111250244,-0.009592223,0.11225159,-0.13804238,0.02672141,0.16436967,0.062892646,-0.19709823,0.20859706,-0.1680704,-0.033210494,-0.1583796,0.047408767,-0.1021736,-0.094457194,0.027031347,-0.2762848,-0.39179507,-0.14576025,-0.14255975,0.28181952,-0.0014708266,-0.17868425,-0.19158807,-0.08178496,0.042073965,-0.113565445,0.16415857,-0.035330083,0.09698644,0.16218676,0.048014097,-0.085565545,0.058881383,-0.19022496,0.14949992
11961,7432,53,0,0.2584612,-0.20222247,-0.024327666,0.12358954,0.2006746,0.24487948,0.011213332,0.116891295,-0.1454306,-0.042748563,0.023663316,-0.12906504,-0.2609021,-0.081802726,0.08525818,-0.049467728,0.06553544,-0.11989944,0.03279227,0.037755713,0.05316024,-0.10185634,0.24670973,-0.15845707,-0.07230224,-0.1254367,0.05318435,-0.057832792,-0.12868004,-0.004765004,-0.28164455,-0.34803602,-0.11693785,-0.099862814,0.23210877,-0.013409182,-0.13888721,-0.18333173,-0.15978369,0.0053199064,-0.11347403,0.13598129,0.018024191,0.103061914,0.15707156,-0.024491966,-0.07088215,0.058530252,-0.15085047,0.10545403
11983,0,0,0,0.20728831,-0.2064532,0.0067898985,0.21729499,0.21718788,0.26381245,0.031832397,0.0920869,0.062343143,-0.075552195,-0.21071033,-0.17405607,-0.22833864,-0.030909298,0.017068457,0.16444972,0.15818825,-0.15921539,0.11373813,0.04552701,0.020763386,-0.2391687,0.1785251,-0.23647249,-0.0021598805,-0.143497,-0.05796779,-0.16098365,-0.21222824,-0.05368811,-0.23104075,-0.3839671,-0.15594468,-0.17308822,0.17844257,0.047460403,-0.2506847,-0.22462924,-0.017164037,0.093318045,-0.07677767,0.31283376,0.00011587143,0.0890263,0.2786454,0.033023603,-0.24826974,0.07122939,-0.120516874,0.08883178
12110,0,0,0,0.10525285,-0.17758921,-0.045321666,0.2831472,0.2000682,0.19440086,0.09331459,0.035756152,0.070412725,-0.04284166,-0.107780516,-0.2214098,-0.19419327,-0.07931765,0.059418533,0.20050618,0.2404589,-0.12352224,0.12571996,0.0055732727,0.07678129,-0.13651045,0.21836469,-0.1045756,0.063737035,-0.13640736,-0.116826,-0.1926671,-0.15480408,-0.0362113,-0.18933666,-0.34096944,-0.17100915,-0.11138618,0.2471528,0.05748503,-0.26633787,-0.21145643,-0.07562753,0.06376059,-0.09872079,0.30304298,0.034847226,0.099289365,0.26249602,0.024828874,-0.25355318,0.08751683,-0.10648993,0.11087693
12521,0,0,0,0.1786246,-0.24439579,-0.105849035,0.15106824,0.2619019,0.23916438,0.16013849,-0.0030137487,-0.13397096,0.024675358,-0.11287472,-0.08938213,-0.097115695,-0.18878376,-0.0859009,0.055731148,0.12296688,-0.09392527,0.028889269,0.04724759,-0.014896315,-0.16226248,0.13609183,-0.12984341,0.07695195,-0.089306906,-0.17119926,-0.17699093,-0.117731474,-0.031645264,-0.19074336,-0.26013455,-0.20386706,-0.20229192,0.14680669,0.22427563,-0.2530193,-0.1275107,-0.08808205,0.10698919,-0.12854205,0.11955488,-0.121005714,0.05614716,0.23506947,0.10078022,-0.19209844,0.10325223,-0.2674685,0.14566308
12639,3024,43,5,0.19293225,-0.18076748,0.019221699,-0.0105431285,0.01998453,0.24544717,0.14877892,0.124288484,-0.09277531,0.09447904,0.10828528,-0.22591062,-0.18108135,-0.20750631,0.09008991,-0.025125097,0.10235991,-0.1789743,-0.08933964,0.006071998,0.08905387,0.009655674,0.12537807,-0.1343996,0.032941815,-0.11253911,-0.15297806,-0.1556336,-0.04804288,0.0017748997,-0.23755644,-0.23354197,-0.1748219,-0.14643672,0.119750075,0.017208211,-0.20162445,-0.11662005,-0.17653383,-0.059549376,-0.04390481,0.12893888,0.0054787956,0.17819898,-0.01800432,-0.057173155,-0.26317227,0.001160482,-0.13072637,-0.12544972
28295,28033,42,6,0.21608537,-0.21574521,-0.0256011,0.15758464,0.09390556,0.34243423,-0.010160074,0.15715429,-0.106718965,-0.017237978,0.094345674,-0.22313453,-0.19645697,-0.033091463,0.14547649,0.07522663,0.14163794,-0.006257849,-0.067480735,-0.019138819,0.062010605,-0.022711731,0.208119,-0.07540895,-0.032308385,-0.14816964,-0.15620795,-0.07471741,-0.1631476,0.04653865,-0.20529427,-0.34952253,-0.15059614,-0.12955715,0.17178683,0.00322105,-0.1045041,-0.1264478,-0.024756156,-0.03864876,-0.20285353,0.13095963,0.0006769486,0.08315705,0.16205256,-0.036738865,-0.1165989,0.025581535,-0.13541564,-0.10454136
28300,3027,45,5,0.19293225,-0.18076748,0.019221699,-0.0105431285,0.01998453,0.24544717,0.14877892,0.124288484,-0.09277531,0.09447904,0.10828528,-0.22591062,-0.18108135,-0.20750631,0.09008991,-0.025125097,0.10235991,-0.1789743,-0.08933964,0.006071998,0.08905387,0.009655674,0.12537807,-0.1343996,0.032941815,-0.11253911,-0.15297806,-0.1556336,-0.04804288,0.0017748997,-0.23755644,-0.23354197,-0.1748219,-0.14643672,0.119750075,0.017208211,-0.20162445,-0.11662005,-0.17653383,-0.059549376,-0.04390481,0.12893888,0.0054787956,0.17819898,-0.01800432,-0.057173155,-0.26317227,0.001160482,-0.13072637,-0.12544972
28875,18562,33,12,0.21959889,-0.15838051,-0.17320687,0.09982041,0.21171105,0.2273482,0.040286444,0.21648459,-0.103563756,-0.05000154,-0.034222547,-0.20065886,-0.30973834,-0.06602365,0.114783,0.07189353,0.10383928,-0.11356064,-0.03425721,0.03784341,0.0701756,0.011613623,0.1553856,-0.09446601,0.12130566,-0.07608345,-0.21954513,-0.3053092,-0.17812121,0.051022902,-0.21759053,-0.25456682,-0.016781613,-0.10364596,0.13383928,0.035886332,-0.30151558,-0.2816026,-0.15064052,0.04070846,-0.12207416,0.084605,0.058518633,0.09178695,0.09643975,-0.21396905,-0.22399262,0.14871025,-0.2188644,-0.18917646
36362,0,0,0,0.1728396,-0.23826209,-0.15219453,0.08905453,0.17921376,0.19036867,0.124683075,0.078609236,-0.010127133,-0.026584808,-0.12977478,-0.17062238,-0.17751245,-0.19273597,-0.007151928,0.06013245,0.17926319,-0.2671726,0.01845304,0.0008906536,0.014979571,-0.12819448,0.024938032,-0.26023608,0.02474527,-0.07906483,0.05051248,-0.26079512,-0.15065973,-0.041634887,-0.22267179,-0.3205641,-0.20066975,-0.20192632,0.20400718,0.052565575,-0.23858263,-0.14016634,-0.17563267,0.09003222,-0.082887426,0.20419608,-0.1502095,0.112607285,0.1408182,0.014711484,-0.3417123,0.1271705,-0.19121401,0.050996467
36381,0,0,0,0.22007227,-0.26106104,-0.09986318,0.1555244,0.21151625,0.23306881,0.109904565,3.9935112e-05,-0.013046216,-0.07101096,0.0120003,-0.18897925,-0.24143904,-0.116941676,0.0893539,0.041851763,0.16759104,-0.061771646,-0.062396325,0.17545328,0.05160561,-0.14469042,0.20952225,-0.16257179,0.0015574731,-0.18555981,-0.027136482,-0.15313148,-0.077750415,0.06125635,-0.20172358,-0.34208772,-0.21942848,-0.1518667,0.25205156,0.026135344,-0.21777987,-0.15488863,-0.10314151,0.016427856,-0.17468467,0.15466002,-0.06554589,0.031153962,0.20033552,0.07927495,-0.116057225,0.05501623,-0.27259493,0.06777401
38170,23593,48,12,0.15581898,-0.11252497,-0.09322685,0.18369773,0.18520643,0.18784347,0.09802286,0.20605867,-0.0033925567,-0.054731462,-0.051550984,-0.22618434,-0.19061618,-0.14974345,0.07408441,-0.011950965,0.060925316,-0.2528676,0.15468171,0.005615363,0.054155353,-0.025846262,0.15451366,-0.08099031,0.14278339,-0.026328724,-0.09218578,-0.26177636,-0.25136533,0.05033826,-0.21854354,-0.24795955,-0.119185746,-0.1350766,0.1318068,0.1575773,-0.26961794,-0.22685094,-0.21935345,0.03596486,-0.13126643,0.023043025,0.028015167,0.0933107,0.110093504,-0.14588094,-0.2573826,0.13065141,-0.10071014,-0.088786766
39566,0,0,0,0.18050395,-0.22448274,-0.1954219,0.04985732,0.1933515,0.25269014,0.18920213,0.045811735,-0.054273367,0.068771034,-0.11249451,-0.23193504,-0.087904714,-0.28520024,-0.062064916,0.04383219,0.15440047,-0.07316429,-0.06118484,0.14305031,-0.0034516528,-0.08863086,0.12932546,-0.1599468,0.044325583,-0.13904971,-0.14625062,-0.22967225,-0.10341276,-0.019763656,-0.10539734,-0.3054964,-0.28143507,-0.2033765,0.13136634,0.09811509,-0.23794918,-0.13038611,-0.13663264,0.037660863,-0.08885676,0.073859416,-0.13879232,0.117199376,0.121830806,0.09488684,-0.22340122,0.07115951,-0.21817356,-0.033229895
39725,0,0,0,0.11191723,-0.21846408,-0.11573184,0.08839305,0.14255033,0.1808428,0.11711799,0.04142157,0.004890168,-0.008630317,-0.07754091,-0.22613715,-0.14072466,-0.24275467,-0.01324451,0.09991703,0.09235718,-0.26720506,0.040355742,0.01457864,0.04574546,-0.10290359,0.05254789,-0.24822015,0.09685925,-0.1225747,0.05882668,-0.2888877,-0.11673629,-0.022980504,-0.20807141,-0.25672027,-0.25110734,-0.2302818,0.23146102,0.06965175,-0.25239775,-0.23890875,-0.23867005,0.14937311,-0.042744797,0.24998365,-0.14951847,0.1762307,0.16100958,0.062133677,-0.32458314,0.14223894,-0.12486236,0.07077726
40060,19402,41,10,0.18120772,-0.1348958,-0.10657566,0.16699156,0.21935292,0.15466717,0.07031783,0.18362464,-0.043010402,-0.06900935,-0.07135534,-0.2363793,-0.22456358,-0.12370567,0.09789981,0.04618399,0.053330373,-0.19008118,0.13944834,0.023964483,0.07500243,0.0146000255,0.16984394,-0.08779809,0.15134051,-0.034398854,-0.092878476,-0.29699302,-0.24138284,0.026477411,-0.23765115,-0.21355599,-0.08188233,-0.14582986,0.10724969,0.1386672,-0.2891827,-0.25976187,-0.19144541,0.045695845,-0.15283227,0.042150848,0.02455867,0.11877155,0.12998104,-0.18176378,-0.23531696,0.15585642,-0.119577035,-0.114003286
41996,0,0,0,0.31512046,-0.15968424,-0.15561964,0.19894725,0.24518703,0.24458793,0.0318039,0.09418364,-0.0138026215,0.0034943824,-0.10558741,-0.1850761,-0.23416068,-0.061710108,0.021982979,0.0150077315,0.034491807,-0.20757791,0.07369708,0.095967904,-0.026375836,-0.24351618,0.16797754,-0.29392213,0.09554426,-0.13457888,-0.13217306,-0.25208205,-0.15290098,0.069490135,-0.17869487,-0.3627469,-0.14605919,-0.23818226,0.1492917,0.12091237,-0.29622847,-0.2621528,-0.134587,0.1606287,-0.12183173,0.20430315,-0.03729939,0.041505244,0.14844604,-0.04851929,-0.2726675,0.11570634,-0.21534914,-0.0114277825
44088,359853,30,328,0.083616935,-0.13229057,-0.09936542,0.03296102,0.031620465,0.21246658,0.15872736,0.0983873,-0.071265295,0.11901739,-0.09611717,-0.20258933,-0.058954038,-0.0798858,0.07237361,0.0750764,0.14046502,-0.26066643,-0.10569961,-0.0015904102,-0.011638328,0.05447408,0.13353908,-0.10735003,0.032797962,-0.07733102,-0.106942266,-0.25701356,-0.14830625,-0.053225663,-0.09828524,-0.25512743,-0.093346134,-0.11313543,-0.0076554716,-0.092261195,-0.19723284,-0.118733,-0.20414355,-0.086319804,-0.13989285,0.12197932,-0.00042032078,0.13796008,0.07582867,-0.025933996,-0.2266348,-0.025673393,-0.12369865,-0.023075536
48544,11381,48,3,0.21973354,-0.11624175,-0.05360439,0.19513726,0.100986496,0.20959413,0.07700433,0.078101814,-0.03681166,-0.07018043,0.067266464,-0.28486714,-0.25181702,-0.026787508,0.08469124,0.017349578,0.1483621,-0.10552575,0.10063247,0.053599566,0.06610885,-0.033047196,0.30351484,-0.071351536,-0.0048293434,-0.14765783,-0.10763088,-0.030547362,-0.1460329,0.042801343,-0.22939347,-0.3393866,-0.13687254,-0.07584904,0.24640432,0.07056314,-0.19209564,-0.105256416,-0.17315117,-0.06408969,-0.05619449,0.08970456,0.09277482,0.06878798,0.18277088,-0.14831722,-0.18683913,-0.002518274,0.00080733746,0.012576975
53454,0,0,0,0.19895127,-0.19025177,-0.054324687,0.18475804,0.20795093,0.27164304,0.10997866,0.048672132,-0.046920456,-0.07546109,-0.015063683,-0.18433481,-0.26721406,-0.13332896,0.10536782,0.046546265,0.1550617,-0.07413487,-0.074823566,0.15786624,0.056384187,-0.1260859,0.22354925,-0.07988546,-0.023645833,-0.20371962,-0.03908793,-0.13597175,-0.061011203,0.06849848,-0.21918003,-0.37133822,-0.18527997,-0.15304098,0.26986623,0.0006463453,-0.1992679,-0.16874863,-0.08645429,0.0007365458,-0.14087039,0.1549772,-0.040078226,0.030361991,0.16764745,0.036694102,-0.061014384,0.036397785,-0.2478356,0.07017436
59301,11411,50,4,0.21973354,-0.11624175,-0.05360439,0.19513726,0.100986496,0.20959413,0.07700433,0.078101814,-0.03681166,-0.07018043,0.067266464,-0.28486714,-0.25181702,-0.026787508,0.08469124,0.017349578,0.1483621,-0.10552575,0.10063247,0.053599566,0.06610885,-0.033047196,0.30351484,-0.071351536,-0.0048293434,-0.14765783,-0.10763088,-0.030547362,-0.1460329,0.042801343,-0.22939347,-0.3393866,-0.13687254,-0.07584904,0.24640432,0.07056314,-0.19209564,-0.105256416,-0.17315117,-0.06408969,-0.05619449,0.08970456,0.09277482,0.06878798,0.18277088,-0.14831722,-0.18683913,-0.002518274,0.00080733746,0.012576975
