NCBI Taxon ID,mass,range size,habitat density,migration,evolutionary distinctiveness,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1158920,253,3285673,3,2,111,0.14036891,-0.0668855,0.16676453,-0.025150478,-0.015174504,-0.13325478,-0.13475505,0.08447333,0.004264336,0.12958735,0.18513632,-0.021169703,0.04627051,-0.20287383,0.12342024,-0.064260595,0.16821317,0.12147741,-0.05837002,-0.1938721,0.15029255,-0.20116436,-0.19006863,-0.100276835,0.030491695,-0.14007258,-0.0045275986,0.015203573,0.056106128,0.124079704,0.18292034,0.27204633,0.16681984,-0.10151249,0.02277331,0.091615744,-0.010254505,0.22563207,-0.1922247,-0.17823276,-0.055265065,0.051554073,0.08567634,0.07688063,-0.10838009,-0.046550147,0.14016686,-0.24627116,-0.16083895,-0.15460506
36282,72,1057257,1,3,111,0.14196071,0.22860853,0.17778964,-0.08191459,-0.26871946,-0.13508172,-0.07807229,0.20904382,0.073058665,0.07239472,0.2089352,-0.033399332,0.0756612,-0.16003588,0.07649051,-0.08776377,0.16329147,0.08552767,-0.0958709,-0.054238524,0.066871874,-0.2373412,0.043246336,-0.17678335,-0.12769212,-0.11800944,-0.104654215,0.060391374,0.066215634,0.07688671,0.14348581,0.28752217,0.060417414,-0.18579808,0.05567284,0.09746677,-0.036233857,0.107701264,-0.12811647,-0.45777863,0.09898539,0.14361444,0.07178557,-0.18563212,-0.062618405,-0.11516007,0.2210008,-0.19815108,-0.27211255,0.023077475
453957,254,501059,3,1,111,0.2134037,0.06410676,0.11085373,0.023164136,-0.064605296,-0.037548624,0.08600751,0.08648439,-0.09721953,0.048186142,0.28233302,0.0041576847,0.10919398,-0.14581871,0.08236843,-0.1709781,0.23459181,-0.00050800666,-0.042580392,0.03283465,0.0014720634,-0.32948664,-0.21441612,-0.19532242,-0.028792031,-0.028633833,-0.16695791,-0.13852206,0.19194469,0.07357229,0.15291575,0.22644708,0.10876952,-0.14859916,0.0009808615,0.108064204,-0.083506964,0.12398827,-0.15195546,-0.22600147,0.14214493,0.06890714,0.15918446,0.06618203,-0.055025917,-0.21350098,0.109155,-0.23729205,-0.16880152,0.053568788
141836,570,20920,1,1,111,0.15548757,0.054192968,0.30828363,0.044091597,-0.23392339,0.04147461,-0.15587327,0.11415659,-0.12140964,0.24150379,0.18158285,-0.07625276,-0.15922779,-0.016636617,0.02127416,-0.0152725205,0.318247,0.047222983,-0.05157729,0.04047647,-0.01923357,-0.20441264,-0.0739498,-0.2886606,-0.11175372,-0.040788136,-0.016269986,0.08720241,0.14531882,0.055774048,0.060583133,0.1998832,0.042182367,-0.12110694,-0.0655796,0.13555574,0.016037604,0.027221931,-0.1843995,-0.40676403,-0.04555061,0.10155754,0.16998366,-0.0844537,-0.10009065,-0.07815939,0.05868645,-0.1984824,-0.14321989,-0.0718821
74200,18,3217727,2,1,111,0.088826954,0.18281305,0.23971859,0.031893134,-0.2659379,-0.065298215,-0.08540031,0.10176073,0.09174417,0.13104941,0.32838634,0.057747245,-0.004062254,-0.10363975,0.11082673,-0.15424499,0.23221475,0.074455574,-0.07619369,-0.124836005,0.033941552,-0.3410053,0.03580933,-0.20109281,-0.04159382,-0.046997435,-0.18630211,-0.04574371,0.070165746,0.16200085,0.13427201,0.17027256,0.013910217,-0.06841929,-0.013986699,0.007323511,-0.01534943,0.19431487,-0.2476765,-0.33186042,0.14389996,0.04669917,0.18626675,0.033752464,-0.072207354,-0.16335459,0.10177326,-0.159098,-0.23160727,-0.020058243
161680,288,10058061,3,3,111,0.23401389,-0.075724036,0.1340464,-0.035879143,-0.05987691,-0.091545135,-0.11820057,0.10378948,0.050360203,0.09060375,0.26168776,0.018449962,0.11340091,-0.20500275,0.16578081,0.005507922,0.107875094,0.04219271,-0.049607504,-0.10683971,0.11542761,-0.25810003,-0.14804955,-0.06266908,-0.031008292,-0.15882698,-0.00060774735,-0.029316828,0.10290074,0.2432823,0.1431074,0.14713795,0.17320403,-0.20751859,0.07930692,0.056144267,-0.069873594,0.266443,-0.19722435,-0.1432913,0.061439566,0.076740816,0.027907176,0.12429502,-0.09268504,-0.0451252,0.09883951,-0.18076968,-0.20457,-0.033982106
9054,1120,7426719,2,1,111,0.08272369,0.016024962,0.10810901,-0.083194144,-0.23047547,0.030439593,-0.1035116,0.069592774,0.0031911246,0.26136923,0.19424736,0.071586326,-0.019037012,-0.093677685,0.067463025,-0.010891547,0.250863,0.019031689,-0.12710097,-0.12155005,-0.05964233,-0.2110402,-0.13422117,-0.26948205,0.013934478,-0.043318294,0.038524207,0.079123534,0.05032128,0.21693082,0.06674125,0.20062934,0.10538128,-0.14582774,-0.074084304,0.12240505,-0.12913622,0.12759382,-0.17648928,-0.26330176,-0.03198335,0.18705326,0.19251604,-0.075144604,0.040663227,-0.16969863,-0.030306358,-0.13972324,-0.25429052,-0.012020763
37595,29,12899942,3,2,111,0.13493583,0.054784495,0.19480748,0.037430417,-0.40673065,0.07661603,-0.1311527,0.13173565,-0.05274244,0.2241164,0.18064845,-0.06672737,0.046100948,-0.08273045,0.1757309,-0.0061257007,0.16960916,0.12423435,-0.0558185,-0.11829381,0.045845233,-0.22677515,0.020046927,-0.24684842,-0.001424022,-0.124749266,-0.16212086,0.08407841,-0.04855737,0.11394572,0.17182723,0.26000735,0.031676684,-0.09376795,-0.0058736354,0.07730535,-0.07935483,0.14044744,-0.16676843,-0.28225824,0.017025158,0.0742085,0.078129955,0.036765307,-0.03167656,-0.22425756,-0.06807661,-0.10939873,-0.28705865,-0.044799455
1517834,19,18548908,1,1,111,0.13276356,0.1911704,0.2198069,-0.030544207,-0.1458445,-0.1372636,-0.073056445,0.09529497,0.12358652,0.05294735,0.35389003,-0.025465548,-0.043871947,-0.07832297,0.030475445,-0.09625079,0.22418988,0.09540203,-0.004153773,-0.12617105,0.06503379,-0.22389787,0.0018021464,-0.1860567,-0.021936815,-0.115399264,-0.14588305,0.0029587373,0.1084306,0.09462799,0.15006009,0.21706295,0.17730881,-0.13438632,-0.044963934,0.045812666,-0.013756721,0.14753743,-0.2743542,-0.3589158,0.078723595,0.096646145,0.22702152,0.03449425,-0.09656285,-0.10799304,0.08626061,-0.2648138,-0.22946726,0.029321333
34933,156,152782,2,1,111,0.24479388,0.1642819,0.19124912,0.043144614,-0.27715558,-0.14699349,-0.06823636,0.17049637,-0.10046099,0.17328468,0.21666181,0.0024327636,-0.02006089,-0.011926897,0.100426756,-0.068952054,0.1775287,0.07877673,-0.13825722,-0.048753627,-0.026092922,-0.1628804,-0.0077160373,-0.13500537,-0.14549245,-0.040742427,-0.09572659,-0.07356044,-0.04413058,0.03794539,0.12571512,0.117792144,-0.0002513379,-0.13661495,0.09961841,0.037593786,-0.09242672,0.1630147,-0.22855426,-0.4242577,-0.0058510117,0.057861406,0.08932175,-0.045451455,-0.062830634,-0.1321443,0.07350863,-0.0812794,-0.25893888,-0.06595694
53668,177,120250832,3,2,111,0.08919108,0.096217796,0.24924803,0.06019354,0.04420587,-0.030125905,0.028251061,0.045615885,-0.028160404,0.025144644,0.32372072,-0.06247969,0.14365028,-0.14784881,0.14360335,-0.040995732,0.27492246,-0.02202993,-0.028927434,-0.12362995,0.07146092,-0.3147278,-0.18904898,-0.19928943,-0.053040706,-0.051225804,-0.11430887,-0.11439561,0.08133004,0.11474912,0.13383314,0.27422938,0.18345496,-0.08377707,0.0363843,0.13512352,-0.054654256,0.14195664,-0.09859569,-0.24326113,0.083302334,0.04143491,0.13064884,-0.027126916,-0.10864522,-0.05250538,0.10701878,-0.2197974,-0.19783835,-0.117401585
458129,251,8509156,2,1,111,0.10292068,0.09922931,0.30070716,0.06622061,-0.22167704,0.0016411245,-0.19497053,0.07918435,-0.049146246,0.22300449,0.23453256,-0.08524478,-0.13567744,-0.062701434,0.020127714,-0.011516086,0.29990855,0.0012181923,-0.0610721,0.038605534,-0.05209194,-0.18334112,-0.06824588,-0.27086377,-0.081859216,-0.017612766,-0.0773586,0.023988947,0.13344854,0.024124555,0.082842216,0.15559632,0.01255358,-0.14729899,-0.10921715,0.197173,0.022519091,0.0399931,-0.16832057,-0.39557877,-0.0037626587,0.16311638,0.12693481,-0.08806215,-0.091828324,-0.06430079,0.02842431,-0.18198347,-0.16540745,-0.08206348
425654,61,3,3,2,111,0.1459819,0.033039078,0.21533383,0.055270463,-0.050456006,-0.10236855,-0.071098246,0.010563768,0.09102795,0.12292302,0.28808016,0.02952043,0.07454491,-0.16320242,0.13257708,-0.03230483,0.14818737,0.018853962,-0.060642492,-0.10333745,0.05515445,-0.23216337,-0.045097146,-0.059428416,0.009265825,-0.0827401,0.023545094,-0.042660918,0.08002794,0.21533798,0.16828638,0.2368122,0.29325825,-0.22315073,0.07083597,0.13415478,-0.08311951,0.23730397,-0.20155025,-0.2774975,0.032305215,0.09466605,0.01767139,0.0811568,-0.064077035,-0.10140235,0.1049732,-0.1726656,-0.1891172,-0.10891475
36241,2926,18362408,2,3,111,0.12969548,-0.012662835,0.21077088,0.036003318,-0.0830704,-0.063926324,-0.07194969,0.059912134,0.037737686,0.19017664,0.33942828,0.03801968,0.0641388,-0.14153548,0.1770462,-0.17682809,0.23268372,0.013749335,-0.04470403,-0.1008531,0.06433529,-0.31838894,-0.21505061,-0.1317853,0.07715139,-0.18180302,-0.10981855,-0.015962422,0.10306779,0.16637571,0.18052882,0.2518472,0.17168184,-0.12255918,0.026755877,0.15633097,-0.008189961,0.24885833,-0.15677655,-0.22311148,0.036819562,0.15203167,0.06358874,0.065526135,-0.07791782,-0.13278891,0.13492815,-0.16381311,-0.16705075,-0.08113073
211598,220,23601610,1,2,111,0.24651828,0.11405398,0.14979276,0.0659771,-0.05611481,-0.015280105,-0.09501743,0.12521519,0.04929239,0.14525747,0.25272682,-0.027065556,-0.064947024,-0.12598409,0.032614116,-0.18474509,0.19934882,0.053462382,0.086781695,-0.11107587,0.10689463,-0.24573869,-0.059729844,-0.18134797,-0.12825347,-0.11995078,-0.09461511,-0.0638489,0.20587078,0.08259949,0.13444693,0.17914332,0.062276445,-0.182098,0.012576684,0.071420334,-0.106039144,0.09394447,-0.2920514,-0.41853455,0.07200201,0.11632116,0.15406756,-0.098270714,-0.05587982,-0.17290153,0.11387521,-0.28165582,-0.19645765,-0.042094804
115679,40,9891693,3,2,111,0.052421927,-0.029850885,0.27398342,0.044521526,-0.38369456,-0.03541886,-0.052945994,0.017290175,-0.03679509,0.18797714,0.260105,-0.17154372,0.08076128,-0.12784058,0.14935195,0.015347252,0.14380097,0.16226284,-0.013561241,-0.14711678,0.10368778,-0.17276958,-0.05893648,-0.28697684,0.028889015,-0.12918845,-0.06544936,0.007909469,-0.016176976,0.11936785,0.2542622,0.2686888,0.05526421,-0.099179335,-0.1058801,0.0878523,-0.12313019,0.24169764,-0.13214429,-0.09952727,0.039181568,0.13734369,0.14906324,-0.047721773,0.043558426,-0.2478694,0.022938635,-0.13837558,-0.20388713,-0.11951401
